Authorization Number,Site City Name,Establishment Name,Manager Name,Initial Effective Date,Site Address Line 1,Site Address Line 2,Site Province Abbrev,Site Postal Code,Telephone Number,Online Sales
781100,FORT MCMURRAY,Value Buds at Franklin Ave,"Sanderson, Grant Leigh, Mgr
",12/20/2019,1-9623 FRANKLIN AVE,,AB,T9H 2J8,7807151838.0,No 
778097,FORT MCMURRAY,Value Buds at Thickwood Mall,"Sanderson, Grant Leigh, Mgr
",10/15/2019,113-310 THICKWOOD BLVD,,AB,T9K 1Y1,5872753344.0,No 
781424,FORT MCMURRAY,Wood Buffalo Budget Buds,"Jean, Kimberley, Mgr
",8/14/2020,105-9904 FRANKLIN AVENUE,,AB,T9H 2K5,7807500420.0,Yes
780190,FORT SASKATCHEWAN,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",7/8/2019,10310A 100 AVE,,AB,T8L 1Z1,5872851445.0,Yes
778739,FORT SASKATCHEWAN,Cannabis Discounter,"Kaur, Amandeep, Mgr
",4/18/2019,103-120 SOUTHRIDGE BLVD,,AB,T8L 0P6,7805890056.0,Yes
782038,FORT SASKATCHEWAN,Cannabis House,"Kaur, Amandeep, Mgr
",12/17/2020,110-130 WESTPARK BLVD,,AB,T8L 0B2,5872850010.0,Yes
780995,FORT SASKATCHEWAN,Plantlife,"Scott, Ian Hardie, Mgr
",9/10/2019,115-8701 94 ST,,AB,T8L 4P7,7809125598.0,No 
778179,FORT SASKATCHEWAN,THC Hub,"Sandhu, Jaspreet Singh, Mgr
",1/20/2020,101-10010 86 AVENUE,,AB,T8L 4P4,5872854500.0,No 
777937,FORT SASKATCHEWAN,Value Buds at Southpointe,"Sanderson, Grant Leigh, Mgr
",10/17/2018,101-9310 SOUTHFORT DR,,AB,T8L 0C5,5872852556.0,No 
784674,FORT VERMILION,Grampa's Finest,,9/22/2022,4803 49 STREET,,AB,T0H 1N0,7809273036.0,No 
781366,FOX CREEK,FC Botanica,"Passerin, Ramona Heidi, Mgr
",6/11/2020,55A-KAYBOB DRIVE,,AB,T0H 1P0,7807797611.0,No 
806794,GIBBONS,F & L Cannabis Inc,"Fertig, Stephan Marvin Wayne, Mgr
",3/5/2025,10-56016 28A HWY,,AB,T0A 1N1,7805788124.0,No 
780634,GIBBONS,Sunrise Cannabis Retail Ltd.,"Brinegar, James Dwight, Mgr
",1/6/2020,4614 50 AVENUE,,AB,T0A 1N0,7809645572.0,No 
784495,GLEICHEN,Gleichen Cannabis Store,"Gill, Sarbjit Singh, Mgr
",9/19/2022,414 MAIN STREET,,AB,T0J 1N0,4037342068.0,No 
781938,GRANDE CACHE,Labyrinth Cannabis,"Dhiman, Davendr, Mgr
",5/17/2021,1300 SHOPPERS PARK MALL,,AB,T0E 0Y0,7808849782.0,No 
800367,GRANDE CACHE,Twister's Cannabis,"Singh, Baljit, Mgr
",5/30/2024,1800 PINE PLAZA,,AB,T0E 0Y0,7808275245.0,No 
783347,GRANDE PRAIRIE,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",2/16/2022,115-11070 100 AVE,,AB,T8V 7L5,5874379371.0,Yes
778402,GRANDE PRAIRIE,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",6/3/2019,10831 100 ST,,AB,T8V 2M7,7805383343.0,Yes
784066,GRANDE PRAIRIE,Canna Cabana,"Wheeler, Ethan James, Mgr
",5/2/2023,370-11801 100 ST,,AB,T8V 3Y2,5877713017.0,Yes
800676,GRANDE PRAIRIE,Cannabis 4 Less,"Hinks, Lucas Gault Juneau, Mgr
",12/4/2024,100A-10661 108A ST,,AB,T8V 7X5,5872992265.0,Yes
779417,GRANDE PRAIRIE,Cannabis 4 Less,"Hinks, Lucas Gault Juneau, Mgr
",5/30/2019,101-8801 RESOURCES RD,,AB,T8V 3A6,5872992401.0,Yes
782398,GRANDE PRAIRIE,Cannabis 4 Less - Downtown,"Hinks, Lucas Gault Juneau, Mgr
",3/18/2021,101-10016 110 AVENUE,,AB,T8V 8L4,5874956774.0,Yes
816534,GRANDE PRAIRIE,Frosted Acres Cannabis,"Lein, Morgan Wade, Mgr
",3/24/2026,103-10011 92 ST,,AB,T8V 7T5,5872993465.0,No 
784186,GRANDE PRAIRIE,Hey Buddy Cannabis,"Bezanson, Martine Louise, Mgr
",9/12/2022,102-9519 68 AVE,,AB,T8V 7X8,5872972833.0,No 
805640,GRANDE PRAIRIE,Lucid Cannabis,"Mail, Eli Samuel, Mgr
",8/21/2024,101-13205 102 ST,,AB,T8X 0V5,5872993845.0,Yes
782553,GRANDE PRAIRIE,Lucky Leaf,"D'Souza, Sheldon Paul, Mgr
",8/9/2021,1-9701 84 AVE,,AB,T8V 4Z8,5872974230.0,Yes
778198,GRANDE PRAIRIE,Lucky Leaf Cannabis Retailers Ltd.,"D'Souza, Sheldon Paul, Mgr
",11/8/2018,9702 100 ST,,AB,T8V 6N6,5872974230.0,Yes
781807,GRANDE PRAIRIE,Off the Record Cannabis,"Dowber, Daniel Albert W., Mgr
",2/12/2021,102-8200 100 ST,,AB,T8V 6H7,7805328334.0,Yes
800740,GRANDE PRAIRIE,One Plant Grande Prairie,"Serruya, Aaron, Mgr
",12/17/2024,105-9925 114TH AVE,,AB,T8V 4A9,7805332243.0,No 
783970,GRANDE PRAIRIE,Plantlife,"Scott, Ian Hardie, Mgr
",5/4/2022,111-9824 92 ST,,AB,T8X 0E7,5872020434.0,No 
780991,GRANDE PRAIRIE,Plantlife,"Scott, Ian Hardie, Mgr
",9/10/2019,103-11535 WESTGATE DR,,AB,T8V 3B1,5878525595.0,No 
777982,GRANDE PRAIRIE,URBN Leaf Cannabis Company Hillside,"Ruether, Craig Thomas, Mgr
",7/8/2019,107-9320 100 AVE,,AB,T8V 0S7,7805323133.0,No 
785476,GRANDE PRAIRIE,URBN Leaf Cannabis Company Swanavon,"Ruether, Craig Thomas, Mgr
",6/16/2023,9312 100 ST,,AB,T8V 2K9,7805332343.0,No 
820046,GRANDE PRAIRIE,Value Buds at GP South,"Sanderson, Grant Leigh, Mgr
",2/5/2026,102-10716 82 AVE,,AB,T8W 0G9,7805130300.0,No 
778139,GRANDE PRAIRIE,Value Buds at Grande Prairie,"Sanderson, Grant Leigh, Mgr
",7/29/2019,10940 102 AVE,,AB,T8V 8J5,5872590797.0,No 
782912,GRANDE PRAIRIE,Value Buds at Railtown,"Sanderson, Grant Leigh, Mgr
",9/15/2021,8406 RESOURCES RD,,AB,T8V 6S4,7808300251.0,No 
778278,GRIMSHAW,Bud Runners Cannabis,"Gerk, Sarah Lynn, Mgr
",11/5/2018,5822 51 STREET,,AB,T0H 1W0,7803321783.0,No 
784464,GRIMSHAW,The Potterie Grimshaw,"Roche, Ben James, Mgr
",5/31/2022,4905 55 AVENUE,,AB,T0H 1W0,7802194367.0,Yes
781059,HANNA,Shortgrass Cannabis,"Larson, Barbara Ann, Mgr
",11/10/2020,228A 2 AVENUE WEST,,AB,T0J 1P0,4038579273.0,No 
783100,HIGH LEVEL,HAZE,"Chabot, Tia Lynn, Mgr
",11/4/2021,9901 100 AVENUE,,AB,T0H 1Z0,7805132663.0,Yes
779197,HIGH LEVEL,It's 4:20 Somewhere,"Powers, Dustin Wyatt, Mgr
",7/22/2019,9809 101 STREET,,AB,T0H 1Z0,7808785420.0,No 
779288,HIGH PRAIRIE,Cannabis 4 Less,"Hinks, Lucas Gault Juneau, Mgr
",7/15/2019,4838 51 AVENUE,,AB,T0G 1E0,7805362538.0,Yes
779457,HIGH PRAIRIE,Urban Leaf Inc.,"Kruger, Jerry Alexander, Mgr
",4/18/2019,5113 53 AVENUE,,AB,T0G 1E0,7805232616.0,No 
778107,HIGH RIVER,Chinook Cannabis Inc.,"Baer, Casey Jay, Mgr
",7/22/2019,4-112 CENTRE STREET  SE,,AB,T1V 0G5,5873634372.0,Yes
783289,HIGH RIVER,Value Buds at High River,"Sanderson, Grant Leigh, Mgr
",6/22/2021,1204C 16 ST SE,,AB,T1V 2B1,4036496420.0,No 
805527,HINES CREEK,The Potterie Hines Creek,"Roche, Ben James, Mgr
",8/16/2024,1026 1 AVENUE,,AB,T0H 2A0,7804940333.0,No 
802494,HINTON,Canna Cabana,"Wheeler, Ethan James, Mgr
",12/13/2024,355-900 CARMICHAEL LANE,,AB,T7V 1Y6,8254212604.0,No 
778032,HINTON,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",10/19/2018,263 GREGG AVE,,AB,T7V 2A7,7808654818.0,Yes
778658,HINTON,Rocky Mountain Collective,,10/19/2018,393 DRINNAN WAY,,AB,T7V 2A3,7808176755.0,Yes
778628,HINTON,Rocky Mountain Collective,,10/19/2018,437 GREGG AVE,,AB,T7V 1N1,7808176755.0,Yes
779226,INNISFAIL,Revive Cannabis Inc.,"Harrington, Nathan Lyle, Mgr
",8/23/2019,4917 50 STREET,,AB,T4G 1W4,4032270267.0,Yes
778582,INNISFAIL,The Green Box Cannabis,"Miller, Krystal Lee, Mgr
",8/6/2019,4915 47 AVE,,AB,T4G 1N8,4038653288.0,Yes
779364,IRRICANA,Convenient Cannabis Inc.,"Fleming, Nathanial Charles, Mgr
",7/29/2019,302 2 STREET,,AB,T0M 1B0,4039031608.0,No 
782198,JASPER,Rocky Mountain Collective,"Bamsey, Trevor Allan, Mgr
",3/18/2022,600 PATRICIA STREET,,AB,T0E 1E0,7808176755.0,Yes
814460,JASPER,Spiritleaf - Jasper,"Sanderson, Grant Leigh, Mgr
",10/6/2025,102-618 PATRICIA STREET,,AB,T0E 1E0,7808522222.0,No 
778593,KILLAM,The Green Box Cannabis,"Miller, Krystal Lee, Mgr
",1/8/2020,5032 53 STREET,,AB,T0B 2L0,7803857899.0,Yes
778027,KINUSO,K-Town Budz,"Millett, Gerald Allison, Mgr
",7/22/2019,57 CENTRE STREET,,AB,T0G 1K0,7805294700.0,No 
778299,LAC LA BICHE,Equilibrium Cannabis,"Webster, Gerald Daniel, Mgr
",5/30/2019,10130 101 AVENUE,,AB,T0A 2C0,7806232288.0,No 
779018,LAC LA BICHE,The Green Eden,"St. Jean, Carol Ann, Mgr
",10/7/2022,10213 101 AVENUE,,AB,T0A 2C0,7806233336.0,No 
778791,LACOMBE,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",7/2/2019,5022 50 ST,,AB,T4L 1W8,4037895222.0,Yes
783567,LACOMBE,Cannabis 4 Less,"Hinks, Lucas Gault Juneau, Mgr
",4/8/2022,301-4457 HWY 12,,AB,T4L 1A8,7802282881.0,Yes
779053,LACOMBE,Merry Guanas,"Panelli, Matthew Thomas, Mgr
",7/8/2019,104-4711 49B AVE,,AB,T4L 1K1,4037893306.0,No 
778592,LACOMBE,The Green Box Cannabis,"Miller, Krystal Lee, Mgr
",8/6/2019,4806 HIGHWAY 2A,,AB,T4L 1N3,4037893288.0,Yes
783648,LAMONT,CannaB3,"Becker, Logan Dexter, Mgr
",2/14/2022,101-5037 47 AVENUE,,AB,T0B 2R0,7808952370.0,No 
782441,LANGDON,Highway 560 Cannabis,"Lall, Jaspal Singh, Mgr
",3/11/2021,5-724 CENTRE ST NE,,AB,T0J 1X1,4039549333.0,No 
782205,LEDUC,Canna Cabana,"Wheeler, Ethan James, Mgr
",11/18/2020,103-6207 50 ST,,AB,T9E 7A9,7807690313.0,Yes
803740,LEDUC,Euphora Brands,"Abba, Nahid Badrudin, Mgr
",6/13/2024,3498 63 AVE,,AB,T9E 0R8,,No 
782354,LEDUC,Firestone Cannabis,"Lojczyc, Brett Nathan, Mgr
",1/18/2021,4-5310 DISCOVERY WAY,,AB,T9E 8L9,7806121947.0,No 
778532,LEDUC,Grass Roots,"Mitchell, Lorena Dawn, Mgr
",4/18/2019,104-5906 50 ST,,AB,T9E 0R6,7807390660.0,Yes
301841,LEDUC,PBG BioPharma,,6/24/2022,102-4101 65A AVE,,AB,T9E 0Z4,7809809801.0,No 
782774,LEDUC,Plantlife,"Scott, Ian Hardie, Mgr
",6/11/2021,101B-5406 DISCOVERY WAY,,AB,T9E 8L9,7807391867.0,No 
801885,LETHBRIDGE,Bridge Bud Supply,"Mail, Eli Samuel, Mgr
",5/13/2024,20-1917 MAYOR MAGRATH DR S,,AB,T1K 2R8,4033206699.0,Yes
801886,LETHBRIDGE,Bridge Bud Supply North,"Mail, Eli Samuel, Mgr
",5/10/2024,3-1475 ST EDWARD BLVD N,,AB,T1H 2P9,5874250930.0,Yes
801887,LETHBRIDGE,Bridge Bud Supply West,"Mail, Eli Samuel, Mgr
",5/10/2024,1-15 MICMAC BLVD W,,AB,T1K 7R1,5874251399.0,Yes
783274,LETHBRIDGE,Canna Cabana,"Wheeler, Ethan James, Mgr
",6/18/2021,1328 MAYOR MAGRATH DR S,,AB,T1K 2R2,4039425586.0,Yes
778401,LETHBRIDGE,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",11/5/2018,10-23 SOUTHGATE BLVD S,,AB,T1K 6S5,4039424146.0,Yes
782213,LETHBRIDGE,Canna Cabana,"Wheeler, Ethan James, Mgr
",11/18/2020,20-338 UNIVERSITY DR W,,AB,T1J 5C9,4039425581.0,Yes
783698,LETHBRIDGE,FOUR20 Premium Market,"Morrow, Scott Andrew, Mgr
",10/14/2021,989 COLUMBIA BLVD W,,AB,T1K 4M5,4033813545.0,Yes
782567,LETHBRIDGE,Green Queen Cannabis,"Milliken, Kelly Elizabeth, Mgr
",9/24/2021,357 STAFFORD DR N,,AB,T1H 2A7,4039423122.0,No 
816081,LETHBRIDGE,Inspired Cannabis Co.,"Dhami, Jaspinder Singh, Mgr
",2/20/2026,20-323 BLUEFOX BLVD N,,AB,T1H 6T3,4039423555.0,Yes
785322,LETHBRIDGE,L.A. Cannabis Store,"Barot, Jaydeepsingh Harisingh, Mgr
",7/26/2023,231 13 ST N,,AB,T1H 2R6,5873703536.0,No 
782118,LETHBRIDGE,Ozone Cannabis,"Gill, Sarabjit Singh, Mgr
",4/30/2021,678 COLUMBIA BLVD W,,AB,T1K 5J9,5874251250.0,No 
782408,LETHBRIDGE,Ozone Cannabis,"Gill, Sarabjit Singh, Mgr
",7/23/2021,732 23 ST N,,AB,T1H 3S7,5874252060.0,No 
781099,LETHBRIDGE,Plantlife,"Scott, Ian Hardie, Mgr
",1/13/2020,10-3115 26 AVENUE NORTH,,AB,T1H 5P4,4039423843.0,No 
778386,LETHBRIDGE,The Source Cannabis,"Swayze, Ryan Charles, Mgr
",8/6/2019,208 13 ST S,,AB,T1J 2V4,4036344004.0,Yes
779521,LETHBRIDGE,Twenty Four Karats,"Pan, Hua Chieh Edward, Mgr
",10/31/2018,2220 5 AVE S,,AB,T1J 4G6,4033812828.0,Yes
780908,LETHBRIDGE,Value Buds at South Lethbridge,"Sanderson, Grant Leigh, Mgr
",12/11/2019,20-3160 FAIRWAY ST S,,AB,T1K 6T9,4033206317.0,No 
778538,LETHBRIDGE,Value Buds at West Lethbridge Towne Centre,"Sanderson, Grant Leigh, Mgr
",12/10/2019,9-550 UNIVERSITY DR W,,AB,T1J 4T3,5874252008.0,No 
779434,LETHBRIDGE,WestCan Cannabis,"O'Connor, Aidan Robert, Mgr
",10/3/2019,9-1702 23 ST N,,AB,T1H 5B3,4039420797.0,No 
781723,LETHBRIDGE,WestCan Cannabis,"O'Connor, Aidan Robert, Mgr
",9/9/2020,20-10 AQUITANIA BLVD W,,AB,T1J 5L4,4033272005.0,No 
779148,LLOYDMINSTER,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",7/15/2019,105A-8120 44 ST,,AB,T9V 3R8,7808746988.0,Yes
780667,LLOYDMINSTER,Cannabis Factory,"Dhillon, Jaskirat Kaur, Mgr
",4/6/2020,101B-5006 18 ST,,AB,T9V 1V4,7808741171.0,No 
808554,LLOYDMINSTER,Greenway,"McCoy, Ian Trevor, Mgr
",5/22/2025,2-5702 44 ST,,AB,T9V 0B6,5876023332.0,No 
780986,LLOYDMINSTER,Plantlife,"Scott, Ian Hardie, Mgr
",9/10/2019,101-4215 80 AVE,,AB,T9V 0X9,5876051165.0,No 
782816,LLOYDMINSTER,Tree Hill Cannabis,"Kendel, Benjamin Bradley, Mgr
",9/17/2021,109-3704 51 AVE,,AB,T9V 3M7,7808086463.0,Yes
783092,LLOYDMINSTER,Value Buds at Lloydminster,"Sanderson, Grant Leigh, Mgr
",6/15/2021,4153 70 AVE,,AB,T9V 3L9,7808725700.0,No 
779134,MANNING,Frosted Acres,"Lein, Morgan Wade, Mgr
",8/14/2019,100A 4 AVENUE SW,,AB,T0H 2M0,7808363244.0,No 
779276,MASKWACIS,Green Nation Naturals Inc.,"Northwest, Tina Matilda, Mgr
",7/29/2019,SAMSON AVENUE AND FIRST STREET,,AB,T0C 1N0,7803125549.0,No 
784850,MAYERTHORPE,Calyx Cannabis Ltd.,"Huff, Maureen Mary-Elaine, Mgr
",1/26/2023,5003 45 AVENUE,,AB,T0E 1N0,7807860003.0,No 
812800,MAYERTHORPE,F & L Cannabis Inc,"Fertig, Stephan Marvin Wayne, Mgr
",8/8/2025,2-4819 42 AVE,,AB,T0E 1N0,7806219610.0,No 
784678,MEDICINE HAT,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",11/1/2022,117-3215 DUNMORE RD SE,,AB,T1B 2H2,4034871654.0,Yes
782663,MEDICINE HAT,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",4/12/2021,543 3 ST SE,,AB,T1A 0H2,4039050219.0,Yes
786073,MEDICINE HAT,Giving & Receiving Ltd.,"Bartsoff, Ryan Reed, Mgr
",12/5/2023,541 2 ST SE,,AB,T1A 0C5,4035290157.0,Yes
778737,MEDICINE HAT,Hat Cannabis Inc.,"Schmalzbauer, Dylan Robert, Mgr
",4/18/2019,646 SOUTH RAILWAY ST SE,,AB,T1A 2V9,4035256341.0,No 
802276,MEDICINE HAT,Lefties,"Rahal, Michael Brian, Mgr
",11/20/2024,133-105 CARRY DR SE,,AB,T1B 3M6,4035817059.0,No 
779462,MEDICINE HAT,Spiritleaf - Medicine Hat,"Sept, Tabatha Cher, Mgr
",7/15/2019,1-1335 TRANS CANADA WAY SE,,AB,T1B 1J1,5875548770.0,Yes
778789,MEDICINE HAT,The Leaf,"Carriere, Pamela Ruth, Mgr
",4/18/2019,699 KINGSWAY AVE SE,,AB,T1A 2X2,4035250303.0,No 
781102,MEDICINE HAT,Value Buds at Strachan Corner,"Sanderson, Grant Leigh, Mgr
",12/23/2019,103-1820 STRACHAN RD SE,,AB,T1B 4J8,4034872180.0,No 
783728,MEDICINE HAT,Waldos 420,"Wallace, Amanda Dawn, Mgr
",12/2/2021,103-20 NORTHLANDS WAY NE,,AB,T1C 1Z2,5872894200.0,Yes
777981,MEDICINE HAT,Waldo's 420 Store,"Wallace, Patrick Stewart, Mgr
",10/17/2018,946 16 ST SW,,AB,T1A 8A4,5872892420.0,Yes
781694,MEDICINE HAT,Westside Weed,"Ahlm, Keith Dale, Mgr
",4/17/2020,914 SOUTH RAILWAY ST SE,,AB,T1A 2W2,4035276277.0,Yes
778018,MILLET,Budzz & Roses,"Keeler, Yvonne Amy, Mgr
",11/18/2019,4908 50 STREET,,AB,T0C 1Z0,7803872282.0,No 
784677,MORINVILLE,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",11/1/2022,7-8807 100 ST,,AB,T8R 1V5,7809394961.0,Yes
783998,MORINVILLE,Pop's Cannabis,"Arbuthnot, John William, Mgr
",3/31/2022,9507 100 ST,,AB,T8R 1R2,7809391798.0,Yes
783991,MORINVILLE,Pop's Cannabis (WEST),"Arbuthnot, John William, Mgr
",3/31/2022,1-10219 100 AVE,,AB,T8R 1P9,7805724261.0,Yes
786215,MUNDARE,GoodVibes Cannabis of Mundare,"Kalia, Akshthal, Mgr
",1/25/2024,1-5112 50 STREET,,AB,T0B 3H0,6477745325.0,No 
301462,NISKU,Aphelion Pharmaceuticals Inc.,,2/21/2023,1202 8A STREET,,AB,T9E 7R5,7808608212.0,No 
783244,NISKU,Firesale by Value Buds,"Sanderson, Grant Leigh, Mgr
",10/22/2021,5-205 19 AVE,,AB,T9E 0W8,7807704211.0,No 
778387,NISKU,Northern Lights Supply,,1/25/2019,2120A SPARROW DRIVE,,AB,T9E 8A2,7809553866.0,Yes
811786,NISKU,RAYN Cultivation Inc,,3/24/2025,104-2319 9 ST,,AB,T9E 7Z7,7802175767.0,No 
779921,OKOTOKS,Canna Cabana,"Wheeler, Ethan James, Mgr
",6/17/2019,130-100 STOCKTON AVENUE,,AB,T1S 1A3,4039384286.0,Yes
804764,OKOTOKS,Dank Cannabis,"Kumar, Priyanka, Mgr
",10/18/2024,403-235 MILLIGAN DR,,AB,T1S 0B8,4039382669.0,Yes
302085,OKOTOKS,Gorilla Garden Craft Cannabis & Extracts,"Squires, Jason Douglas, Mgr
",11/14/2023,231 DON SEAMAN WAY,,AB,T1S 1A5,7069384740.0,No 
816607,OKOTOKS,Gorilla Garden Supplies,"Squires, Jason Douglas, Mgr
",10/10/2025,103-231 DON SEAMAN WAY,,AB,T1S-1A5,4039384740.0,No 
780985,OKOTOKS,Plantlife,"Scott, Ian Hardie, Mgr
",9/10/2019,743-201 SOUTHRIDGE DR,,AB,T1S 2E1,5873203723.0,No 
784946,OKOTOKS,Tower Cannabis,"Richardson, Robert Terrence, Mgr
",11/29/2023,908-10 D'ARCY RANCH DR,,AB,T1S 5V9,5872845995.0,No 
779722,OKOTOKS,Value Buds at Southbank Centre,"Sanderson, Grant Leigh, Mgr
",1/17/2020,353-105 SOUTHBANK BOULEVARD,,AB,T1S 0G1,4039385807.0,No 
783290,OKOTOKS,Value Buds at Southridge,"Sanderson, Grant Leigh, Mgr
",6/22/2021,225-200 SOUTHRIDGE DR,,AB,T1S 0B2,4039380015.0,No 
819782,OLDS,Bargain Buds Cannabis - Olds,"Volk, Jordan Jason, Mgr
",2/11/2026,110-4529 49 AVE,,AB,T4H 1A4,4037910177.0,No 
778400,OLDS,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",7/22/2019,310-4602 46 ST,,AB,T4H 1A1,4037910013.0,Yes
301466,OLDS,iNaturally Organic Inc.,"Michalowski, Maximilian Martin, Mgr
",11/12/2020,17 IMPERIAL CLOSE,,AB,T4H 1M6,5879665236.0,No 
302141,OLDS,Olds SoftGels Ltd.,"Nibber, Trajinder, Mgr
",12/8/2023,5807 47 AVE,,AB,T4H 1S7,4039170984.0,No 
781095,OLDS,Plantlife,"Scott, Ian Hardie, Mgr
",12/11/2019,320-6900 46 ST,,AB,T4H 0A2,4035593002.0,No 
784371,ONOWAY,Mary Jane on Penny Lane Onoway,"Williams, Grover Marvin, Mgr
",6/29/2022,5-4914 50 STREET,,AB,T0E 1V0,7807186954.0,No 
783022,OYEN,Convenient Cannabis Inc.,"Fleming, Nathanial Charles, Mgr
",6/4/2021,206 MAIN STREET,,AB,T0J 2J0,4036642212.0,No 
782203,PARKLAND COUNTY,Beach Corner Cannabis,"Lee, Jeongtak, Mgr
",6/1/2021,53103 RANGE ROAD 15,,AB,T7Y 2E4,5872163209.0,No 
808382,PEACE RIVER,2228456 Alberta Ltd   dba  Northern Sunrise Farms,"Reynolds, Michael Edmund W., Mgr
",1/20/2025,85 KNOX RD    PO BOX 6505,,AB,T8S 1S3,7806251686.0,No 
778461,PEACE RIVER,Bud Runners Cannabis,,10/26/2018,9610 100 STREET,,AB,T8S 1H5,7806241786.0,No 
778460,PEACE RIVER,Bud Runners Cannabis,"Gerk, Cody Joseph, Mgr
",6/10/2019,7426 100 AVE,,AB,T8S 1M5,7806241785.0,No 
786485,PEACE RIVER,Cannabis 4 Less,"Hinks, Lucas Gault Juneau, Mgr
",6/19/2024,9701 100 STREET,,AB,T8S 1J7,7805361039.0,Yes
778279,PEACE RIVER,Peace Pipe Cannabis Company,"Joos, Othmar Travis, Mgr
",6/10/2019,10032 100 STREET,,AB,T8S 1R7,7806245998.0,No 
786098,PEACE RIVER,Plain Jane Cannabis,"Carson, Tatum Sofia L., Mgr
",11/15/2023,9909 100 AVENUE,,AB,T8S 1S4,7802193567.0,No 
818034,PEACE RIVER,The Potterie Peace River,,11/3/2025,5-10019 100 STREET,,AB,T8S 1S3,7802198552.0,No 
819361,PENHOLD,Lux Leaf Cannabis - Penhold,"Seelen, Kale Joseph Alexander, Mgr
",2/11/2026,2-1370 ROBINSON AVENUE,,AB,T0M 1R0,4035731111.0,No 
814036,PINCHER CREEK,Cannabis By Nature,"Singh, Gurdeep, Mgr
",7/17/2025,1009 WATERTON  AVE,,AB,T0K 1W0,5872209394.0,No 
801891,PINCHER CREEK,Castle Cannabis,"Mail, Eli Samuel, Mgr
",5/10/2024,D-1102 CHIEF MOUNTAIN AVENUE,,AB,T0K 1W0,4036247999.0,Yes
801888,PINCHER CREEK,Creek Bud Supply,"Mail, Eli Samuel, Mgr
",5/13/2024,2-1315 FREEBAIRN AVENUE,,AB,T0K 1W0,4036322233.0,Yes
301621,PONOKA,Battle River Pharmaceuticals Inc.,,7/14/2021,6709 46 AVENUE,,AB,T4J 1J8,4033989818.0,No 
781709,PONOKA,Firestone Cannabis - Ponoka,"Lojczyc, Brett Nathan, Mgr
",7/6/2020,3-5015 50 STREET,,AB,T4J 1S3,4037834499.0,No 
783852,PONOKA,FOUR20 Premium Market,"Morrow, Scott Andrew, Mgr
",12/1/2021,160-6701- AB-53,,AB,T4J 1K3,4034555233.0,Yes
781902,PONOKA,Potporium,"Robinson, Kenneth James, Mgr
",9/17/2020,5017 50 AVENUE,,AB,T4J 1S5,4037909333.0,No 
780821,PROVOST,Jeb's Joint,"Breunig, Joshua Edward, Mgr
",2/3/2020,2-3615 57 AVENUE,,AB,T0B 3S0,7807040680.0,No 
819780,RED DEER,Bargain Buds Cannabis - Red Deer North,"Volk, Aaron John Bernerd, Mgr
",2/11/2026,4117-7414 50 AVE,,AB,T4P 1X7,5872720799.0,No 
780651,RED DEER,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",10/23/2019,130-6751 50 AVE,,AB,T4N 4C9,5872733112.0,Yes
778037,RED DEER,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",4/18/2019,105-3119 49 AVE,,AB,T4N 3V8,4039670588.0,Yes
781168,RED DEER,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",11/29/2019,120-6802 50 AVE,,AB,T4N 4E3,4039671376.0,Yes
777890,RED DEER,FOUR20 Premium Market,"Morrow, Scott Andrew, Mgr
",1/10/2020,6702 GOLDEN WEST AVE,,AB,T4P 1A8,7809290118.0,Yes
782783,RED DEER,Lux Leaf Cannabis - Red Deer,"Sawicki, Carter Daniel, Mgr
",7/14/2021,D1-2310 50 AVE,,AB,T4R 1W5,4039868835.0,No 
778630,RED DEER,River Cannabis,"Levann, John Francis, Mgr
",7/22/2019,3-5804 50 AVE,,AB,T4N 4C2,4033024444.0,Yes
783096,RED DEER,Value Buds at Downtown South Red Deer,"Sanderson, Grant Leigh, Mgr
",6/10/2021,1-5111 49 ST,,AB,T4N 1V6,5872722443.0,No 
777932,RED DEER,Value Buds at Village Mall,"Sanderson, Grant Leigh, Mgr
",7/17/2020,500-6380 50 AVE,,AB,T4N 4C6,4033502615.0,No 
819396,RED DEER COUNTY,Alberta Canabiz,"Lefebvre, Clare, Mgr
",3/23/2026,30-37041 RIVER RD,,AB,T4G 0M9,4035934861.0,No 
784219,RED DEER COUNTY,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",4/13/2022,102-174 LEVA AVE,,AB,T4E 0A5,5878022263.0,Yes
301759,RED DEER COUNTY,Premium Select Cannabis,,4/29/2022,108C-174 CLEARVIEW DRIVE,,AB,T4E 0A1,2502581343.0,No 
